Algodon,Poliester,Lana,Elastano,Viscosa,Nylon,Seda,Fibra,Peso,Programa,Agua,Jabon,Temperatura
42.72,38.8,0.19,4.07,8.44,2.09,0.0,3.68,4.01,Mixto,54.06,25.025,40
40.21,46.41,4.17,2.07,2.69,0.96,0.0,3.5,4.52,Mixto,57.12,26.299999999999997,40
61.19,25.17,3.67,2.23,2.35,2.42,0.0,2.98,3.25,Mixto,49.5,23.125,40
90.95,9.05,0.0,0.0,0.0,0.0,0.0,0.0,6.6,Algodón,69.6,31.5,60
17.23,11.05,31.63,4.0,7.83,5.09,23.16,0.0,1.76,Mixto,40.56,19.4,40
92.95,7.05,0.0,0.0,0.0,0.0,0.0,0.0,4.31,Algodón,55.86,25.775,60
8.07,10.43,35.98,4.85,1.16,10.22,29.29,0.0,1.99,Mixto,41.94,19.975,40
22.47,11.91,28.37,3.92,0.07,8.32,24.95,0.0,1.85,Mixto,41.1,19.625,40
10.31,14.65,31.22,3.17,9.56,12.01,19.07,0.0,1.71,Mixto,40.26,19.275,40
9.39,48.92,0.0,20.27,1.68,16.16,0.0,3.59,3.82,Mixto,52.92,24.549999999999997,40
99.34,0.66,0.0,0.0,0.0,0.0,0.0,0.0,7.72,Algodón,76.32,34.3,60
11.84,23.45,30.28,2.99,6.95,0.12,24.38,0.0,1.72,Mixto,40.32,19.3,40
24.28,8.59,25.94,3.79,7.22,10.42,19.76,0.0,1.45,Mixto,38.7,18.625,40
21.33,52.14,0.0,7.51,1.14,14.2,0.0,3.69,2.63,Sintéticos,45.78,21.575,40
43.68,25.54,2.58,5.16,11.05,5.68,0.0,6.3,5.31,Mixto,61.86,28.275,40
50.89,34.86,0.57,4.77,1.41,4.08,0.0,3.42,3.96,Mixto,53.76,24.9,40
30.89,2.95,35.57,4.34,0.53,1.17,24.54,0.0,2.87,Mixto,47.22,22.175,40
13.86,11.2,37.45,0.29,1.43,4.16,31.62,0.0,2.28,Delicados,43.68,20.7,30
95.06,1.66,0.0,0.55,1.2,0.0,0.0,1.53,6.82,Algodón,70.92,32.05,60
19.18,45.82,0.0,18.69,2.43,10.23,0.0,3.64,3.93,Mixto,53.58,24.825000000000003,40
26.77,23.95,17.91,4.88,9.66,2.54,14.29,0.0,1.44,Mixto,38.64,18.6,40
11.11,52.8,0.0,12.2,4.65,16.14,0.0,3.11,2.28,Sintéticos,43.68,20.7,40
17.91,60.52,0.0,9.23,3.55,6.55,0.0,2.23,2.21,Sintéticos,43.26,20.525,40
5.26,58.21,0.0,15.66,3.1,12.85,0.0,4.92,2.52,Sintéticos,45.120000000000005,21.3,40
81.25,11.15,0.0,1.21,5.26,0.0,0.0,1.13,4.53,Algodón,57.18,26.325000000000003,60
9.17,10.92,36.88,1.45,5.8,2.55,33.23,0.0,2.63,Delicados,45.78,21.575,30
98.05,1.95,0.0,0.0,0.0,0.0,0.0,0.0,4.82,Algodón,58.92,27.05,60
90.28,9.72,0.0,0.0,0.0,0.0,0.0,0.0,7.08,Algodón,72.48,32.7,60
56.64,35.82,0.93,3.66,0.67,1.84,0.0,0.43,5.34,Mixto,62.04,28.35,40
48.38,38.92,3.21,1.21,4.18,3.55,0.0,0.57,3.52,Mixto,51.120000000000005,23.8,40
91.43,8.57,0.0,0.0,0.0,0.0,0.0,0.0,6.13,Algodón,66.78,30.325,60
87.19,1.27,0.0,4.29,4.24,0.0,0.0,3.0,6.82,Algodón,70.92,32.05,60
88.6,11.4,0.0,0.0,0.0,0.0,0.0,0.0,7.18,Algodón,73.08,32.95,60
85.84,2.03,0.0,4.92,4.36,0.0,0.0,2.86,3.81,Algodón,52.86,24.525,60
57.28,29.31,0.48,4.01,6.16,1.49,0.0,1.27,4.69,Mixto,58.14,26.725,40
4.52,59.41,0.0,14.64,3.22,15.88,0.0,2.33,2.43,Sintéticos,44.58,21.075,40
84.41,14.27,0.0,0.48,0.66,0.0,0.0,0.18,5.91,Algodón,65.46000000000001,29.775,60
87.48,5.96,0.0,1.85,2.65,0.0,0.0,2.07,3.73,Algodón,52.379999999999995,24.325,60
74.65,20.1,0.0,0.07,2.38,0.0,0.0,2.8,3.22,Algodón,49.32,23.05,60
69.19,20.15,0.0,4.93,4.46,0.0,0.0,1.27,3.11,Mixto,48.66,22.775,40
81.32,10.66,0.0,3.98,1.51,0.0,0.0,2.54,3.79,Algodón,52.74,24.475,60
34.99,40.25,3.46,4.87,9.88,4.69,0.0,1.86,4.73,Mixto,58.38,26.825000000000003,40
78.03,13.7,0.0,1.29,6.93,0.0,0.0,0.05,3.33,Algodón,49.980000000000004,23.325,60
98.04,1.96,0.0,0.0,0.0,0.0,0.0,0.0,4.82,Algodón,58.92,27.05,60
91.86,8.14,0.0,0.0,0.0,0.0,0.0,0.0,5.78,Algodón,64.68,29.450000000000003,60
23.48,38.76,0.0,15.06,4.48,16.95,0.0,1.28,3.46,Mixto,50.76,23.65,40
83.97,3.63,0.0,0.4,8.11,0.0,0.0,3.88,3.06,Algodón,48.36,22.65,60
18.63,52.01,0.0,7.56,5.02,12.6,0.0,4.18,2.49,Sintéticos,44.94,21.225,40
19.37,43.95,0.0,22.04,0.78,9.84,0.0,4.01,2.16,Mixto,42.96,20.4,40
21.85,6.37,35.72,0.94,12.55,8.68,13.89,0.0,1.92,Mixto,41.519999999999996,19.8,40
25.41,58.54,0.0,7.74,0.87,7.13,0.0,0.3,3.17,Sintéticos,49.019999999999996,22.925,40
21.92,2.54,41.24,1.74,7.68,5.3,19.57,0.0,2.74,Mixto,46.44,21.85,40
95.03,4.97,0.0,0.0,0.0,0.0,0.0,0.0,5.3,Algodón,61.8,28.25,60
55.12,28.29,1.72,3.2,6.48,2.02,0.0,3.18,3.87,Mixto,53.22,24.675,40
57.12,28.13,2.22,3.51,5.8,0.41,0.0,2.82,2.63,Mixto,45.78,21.575,40
38.85,1.19,39.1,1.46,4.35,3.68,11.37,0.0,2.35,Mixto,44.1,20.875,40
13.4,9.2,39.45,4.91,6.66,3.09,23.29,0.0,2.93,Mixto,47.58,22.325,40
87.99,4.58,0.0,0.86,1.21,0.0,0.0,5.36,4.91,Algodón,59.46,27.275,60
1.57,25.22,19.5,5.09,0.84,12.08,35.71,0.0,1.42,Delicados,38.519999999999996,18.55,30
81.0,4.79,0.0,1.74,8.35,0.0,0.0,4.12,3.05,Algodón,48.3,22.625,60
91.78,8.22,0.0,0.0,0.0,0.0,0.0,0.0,6.44,Algodón,68.64,31.1,60
89.9,10.1,0.0,0.0,0.0,0.0,0.0,0.0,5.3,Algodón,61.8,28.25,60
38.83,48.4,2.97,1.1,0.77,4.43,0.0,3.5,5.41,Mixto,62.46,28.525,40
26.48,16.76,30.39,2.83,5.58,11.7,6.27,0.0,2.35,Mixto,44.1,20.875,40
6.2,66.85,0.0,9.29,0.14,11.98,0.0,5.55,2.32,Sintéticos,43.92,20.8,40
32.52,23.81,17.23,4.22,4.43,3.43,14.37,0.0,2.46,Mixto,44.76,21.15,40
15.96,61.72,0.0,7.91,5.14,8.98,0.0,0.29,2.49,Sintéticos,44.94,21.225,40
47.29,27.7,4.74,5.88,4.52,5.08,0.0,4.78,5.21,Mixto,61.26,28.025,40
4.18,15.7,28.06,5.17,13.04,6.91,26.94,0.0,1.23,Mixto,37.38,18.075,40
21.8,45.97,0.0,13.45,3.44,12.59,0.0,2.75,3.97,Mixto,53.82,24.925,40
37.47,35.82,3.37,5.12,7.69,5.3,0.0,5.23,2.84,Mixto,47.04,22.1,40
93.38,6.62,0.0,0.0,0.0,0.0,0.0,0.0,5.46,Algodón,62.76,28.65,60
45.77,29.18,1.02,6.17,9.08,7.03,0.0,1.75,3.94,Mixto,53.64,24.85,40
7.12,58.36,0.0,21.42,3.85,7.91,0.0,1.32,2.13,Sintéticos,42.78,20.325,40
28.34,16.77,25.24,4.1,10.08,9.2,6.26,0.0,1.59,Mixto,39.54,18.975,40
30.7,5.8,16.56,5.63,8.69,7.86,24.76,0.0,1.86,Mixto,41.16,19.65,40
48.51,27.17,4.27,4.14,7.63,3.77,0.0,4.51,4.25,Mixto,55.5,25.625,40
40.29,42.47,3.48,1.11,5.72,3.42,0.0,3.51,3.33,Mixto,49.980000000000004,23.325,40
78.43,15.45,0.0,4.18,0.66,0.0,0.0,1.29,4.26,Algodón,55.56,25.65,60
94.2,5.8,0.0,0.0,0.0,0.0,0.0,0.0,5.43,Algodón,62.58,28.575,60
62.86,27.24,0.69,3.57,1.39,1.24,0.0,3.01,4.65,Mixto,57.900000000000006,26.625,40
53.64,38.34,3.32,0.63,1.04,1.78,0.0,1.26,3.56,Mixto,51.36,23.9,40
94.23,5.77,0.0,0.0,0.0,0.0,0.0,0.0,5.3,Algodón,61.8,28.25,60
99.73,0.27,0.0,0.0,0.0,0.0,0.0,0.0,4.5,Algodón,57.0,26.25,60
85.29,7.61,0.0,1.84,2.76,0.0,0.0,2.51,5.99,Algodón,65.94,29.975,60
14.36,46.92,0.0,13.21,1.89,18.48,0.0,5.13,2.72,Mixto,46.32,21.8,40
20.59,3.86,40.45,4.41,7.91,12.01,10.76,0.0,1.42,Mixto,38.519999999999996,18.55,40
29.18,46.07,0.0,11.5,1.93,9.39,0.0,1.93,2.03,Mixto,42.18,20.075,40
30.67,12.35,20.15,4.25,5.35,1.1,26.11,0.0,1.84,Mixto,41.04,19.6,40
3.35,6.41,51.77,4.23,1.89,8.13,24.22,0.0,2.23,Lana,43.379999999999995,20.575,30
88.29,4.73,0.0,0.37,4.75,0.0,0.0,1.87,4.05,Algodón,54.3,25.125,60
80.45,10.3,0.0,0.74,5.22,0.0,0.0,3.28,4.54,Algodón,57.24,26.35,60
23.58,46.7,0.0,12.04,5.38,7.99,0.0,4.31,3.05,Mixto,48.3,22.625,40
84.45,6.73,0.0,4.55,4.21,0.0,0.0,0.05,3.38,Algodón,50.28,23.45,60
21.55,26.31,25.92,3.07,2.38,7.62,13.17,0.0,1.94,Mixto,41.64,19.85,40
27.1,8.35,34.65,4.66,3.25,0.55,21.44,0.0,1.72,Mixto,40.32,19.3,40
17.68,49.9,0.0,15.77,3.94,10.84,0.0,1.87,2.03,Mixto,42.18,20.075,40
43.12,39.72,0.39,0.23,10.33,1.86,0.0,4.35,5.45,Mixto,62.7,28.625,40
15.83,49.17,0.0,18.0,0.77,13.16,0.0,3.07,2.08,Mixto,42.480000000000004,20.2,40
40.58,42.45,2.31,2.64,7.03,1.67,0.0,3.32,4.94,Mixto,59.64,27.35,40
93.98,6.02,0.0,0.0,0.0,0.0,0.0,0.0,7.65,Algodón,75.9,34.125,60
91.04,8.96,0.0,0.0,0.0,0.0,0.0,0.0,6.46,Algodón,68.75999999999999,31.15,60
80.91,12.16,0.0,0.32,6.32,0.0,0.0,0.28,3.89,Algodón,53.34,24.725,60
73.06,16.07,0.0,4.19,3.42,0.0,0.0,3.26,5.48,Algodón,62.88,28.700000000000003,60
4.48,64.83,0.0,20.23,1.74,6.93,0.0,1.79,3.85,Sintéticos,53.1,24.625,40
43.85,44.92,0.01,2.98,2.64,1.14,0.0,4.47,4.76,Mixto,58.56,26.9,40
25.61,46.47,0.0,15.51,4.1,5.11,0.0,3.22,3.7,Mixto,52.2,24.25,40
20.75,14.53,35.05,4.77,2.38,3.23,19.3,0.0,1.49,Mixto,38.94,18.725,40
21.52,11.76,21.17,4.31,5.44,10.18,25.62,0.0,2.8,Mixto,46.8,22.0,40
92.98,7.02,0.0,0.0,0.0,0.0,0.0,0.0,6.3,Algodón,67.8,30.75,60
99.21,0.79,0.0,0.0,0.0,0.0,0.0,0.0,4.25,Algodón,55.5,25.625,60
7.31,44.68,0.0,23.94,6.0,13.14,0.0,4.93,2.41,Mixto,44.46,21.025,40
22.29,25.03,30.22,2.93,1.53,0.98,17.02,0.0,1.61,Mixto,39.66,19.025,40
86.32,3.85,0.0,0.24,6.46,0.0,0.0,3.12,5.02,Algodón,60.12,27.549999999999997,60
73.93,13.23,0.0,3.49,5.18,0.0,0.0,4.15,5.19,Algodón,61.14,27.975,60
99.27,0.73,0.0,0.0,0.0,0.0,0.0,0.0,7.52,Algodón,75.12,33.8,60
94.14,5.86,0.0,0.0,0.0,0.0,0.0,0.0,6.74,Algodón,70.44,31.85,60
43.96,38.71,1.02,3.33,6.92,3.23,0.0,2.83,2.74,Mixto,46.44,21.85,40
96.23,3.77,0.0,0.0,0.0,0.0,0.0,0.0,7.17,Algodón,73.02,32.925,60
26.94,49.53,0.0,8.58,2.68,9.45,0.0,2.81,3.13,Mixto,48.78,22.825,40
52.18,37.62,0.58,3.8,3.43,0.93,0.0,1.46,5.16,Mixto,60.96,27.9,40
91.38,0.33,0.0,4.76,0.5,0.0,0.0,3.03,5.4,Algodón,62.400000000000006,28.5,60
43.68,40.17,1.84,1.36,7.53,4.87,0.0,0.55,5.07,Mixto,60.42,27.675,40
78.78,12.33,0.0,0.4,6.37,0.0,0.0,2.13,3.09,Algodón,48.54,22.725,60
25.57,24.22,14.94,3.85,8.42,6.44,16.57,0.0,1.1,Mixto,36.6,17.75,40
13.86,18.69,43.92,3.96,10.29,0.51,8.75,0.0,2.64,Mixto,45.84,21.6,40
93.97,6.03,0.0,0.0,0.0,0.0,0.0,0.0,7.19,Algodón,73.14,32.975,60
46.37,32.99,0.76,1.42,9.5,4.76,0.0,4.2,4.81,Mixto,58.86,27.025,40
80.56,13.38,0.0,2.93,0.9,0.0,0.0,2.23,3.15,Algodón,48.9,22.875,60
74.64,19.26,0.0,1.73,2.36,0.0,0.0,2.0,5.74,Algodón,64.44,29.35,60
86.22,2.15,0.0,3.69,3.63,0.0,0.0,4.3,3.37,Algodón,50.22,23.425,60
49.85,31.69,0.94,0.76,7.92,4.46,0.0,4.37,3.53,Mixto,51.18,23.825,40
44.63,42.13,3.09,3.81,3.54,1.34,0.0,1.46,4.65,Mixto,57.900000000000006,26.625,40
2.42,55.96,0.0,8.68,5.31,22.68,0.0,4.95,2.47,Sintéticos,44.82,21.175,40
53.2,27.98,4.47,4.19,3.87,3.51,0.0,2.8,3.29,Mixto,49.74,23.225,40
45.4,41.67,3.2,0.95,4.59,1.18,0.0,3.0,3.61,Mixto,51.66,24.025,40
90.11,9.89,0.0,0.0,0.0,0.0,0.0,0.0,7.93,Algodón,77.58,34.825,60
14.24,47.58,0.0,12.98,3.33,15.74,0.0,6.13,3.92,Mixto,53.519999999999996,24.8,40
97.58,2.42,0.0,0.0,0.0,0.0,0.0,0.0,6.07,Algodón,66.42,30.175,60
0.42,5.11,46.76,2.26,11.96,7.28,26.23,0.0,1.33,Mixto,37.980000000000004,18.325,40
6.75,33.6,37.66,0.9,6.12,4.03,10.93,0.0,1.58,Mixto,39.480000000000004,18.95,40
57.39,26.31,3.0,4.07,5.46,0.66,0.0,3.1,3.07,Mixto,48.42,22.675,40
78.66,12.29,0.0,0.7,7.39,0.0,0.0,0.96,5.06,Algodón,60.36,27.65,60
75.61,17.29,0.0,3.65,2.46,0.0,0.0,0.98,5.89,Algodón,65.34,29.725,60
75.8,14.25,0.0,3.04,2.95,0.0,0.0,3.95,6.72,Algodón,70.32,31.8,60
90.88,9.12,0.0,0.0,0.0,0.0,0.0,0.0,6.05,Algodón,66.3,30.125,60
90.97,9.03,0.0,0.0,0.0,0.0,0.0,0.0,4.08,Algodón,54.480000000000004,25.2,60
18.46,50.43,0.0,15.41,2.61,9.34,0.0,3.75,3.89,Sintéticos,53.34,24.725,40
26.46,42.72,0.0,17.12,2.49,9.39,0.0,1.8,2.29,Mixto,43.74,20.725,40
97.78,2.22,0.0,0.0,0.0,0.0,0.0,0.0,5.29,Algodón,61.74,28.225,60
77.03,13.0,0.0,2.64,6.63,0.0,0.0,0.7,5.57,Algodón,63.42,28.925,60
94.42,5.58,0.0,0.0,0.0,0.0,0.0,0.0,7.68,Algodón,76.08,34.2,60
78.65,2.65,0.0,4.99,10.1,0.0,0.0,3.61,6.14,Algodón,66.84,30.35,60
82.58,12.62,0.0,1.34,2.22,0.0,0.0,1.24,3.46,Algodón,50.76,23.65,60
92.79,7.21,0.0,0.0,0.0,0.0,0.0,0.0,4.87,Algodón,59.22,27.175,60
45.5,44.04,3.19,1.07,2.02,1.75,0.0,2.44,4.63,Mixto,57.78,26.575,40
18.83,20.9,27.78,2.77,0.5,5.04,24.18,0.0,2.43,Mixto,44.58,21.075,40
88.1,10.46,0.0,0.23,0.48,0.0,0.0,0.73,3.53,Algodón,51.18,23.825,60
96.31,3.69,0.0,0.0,0.0,0.0,0.0,0.0,6.72,Algodón,70.32,31.8,60
14.79,53.81,0.0,14.29,2.64,13.29,0.0,1.18,2.55,Sintéticos,45.3,21.375,40
77.0,9.45,0.0,0.21,8.51,0.0,0.0,4.83,5.99,Algodón,65.94,29.975,60
41.04,41.81,2.27,4.26,6.64,2.62,0.0,1.36,4.26,Mixto,55.56,25.65,40
97.02,2.98,0.0,0.0,0.0,0.0,0.0,0.0,4.51,Algodón,57.06,26.275,60
84.83,12.04,0.0,0.03,0.68,0.0,0.0,2.43,6.22,Algodón,67.32,30.549999999999997,60
27.63,8.39,24.71,1.98,6.63,3.86,26.8,0.0,1.44,Mixto,38.64,18.6,40
15.67,18.1,16.44,4.83,9.52,7.18,28.25,0.0,2.29,Mixto,43.74,20.725,40
21.59,55.94,0.0,5.46,1.74,12.61,0.0,2.66,3.38,Sintéticos,50.28,23.45,40
55.84,28.01,1.25,2.21,6.02,0.95,0.0,5.72,3.22,Mixto,49.32,23.05,40
26.34,28.87,12.8,2.04,5.48,7.43,17.05,0.0,1.97,Mixto,41.82,19.925,40
12.15,47.52,0.0,23.02,1.78,12.68,0.0,2.86,2.24,Mixto,43.44,20.6,40
18.24,10.25,33.12,7.37,4.13,7.4,19.49,0.0,2.83,Mixto,46.980000000000004,22.075,40
10.82,56.28,0.0,10.5,0.51,16.16,0.0,5.74,3.22,Sintéticos,49.32,23.05,40
90.76,9.24,0.0,0.0,0.0,0.0,0.0,0.0,7.32,Algodón,73.92,33.3,60
0.67,54.23,0.0,20.58,5.14,16.76,0.0,2.62,2.05,Sintéticos,42.3,20.125,40
97.62,2.38,0.0,0.0,0.0,0.0,0.0,0.0,6.6,Algodón,69.6,31.5,60
98.4,1.6,0.0,0.0,0.0,0.0,0.0,0.0,7.24,Algodón,73.44,33.1,60
87.8,5.53,0.0,1.96,2.52,0.0,0.0,2.19,4.97,Algodón,59.82,27.424999999999997,60
97.04,2.96,0.0,0.0,0.0,0.0,0.0,0.0,5.35,Algodón,62.099999999999994,28.375,60
78.59,12.13,0.0,1.49,5.53,0.0,0.0,2.27,3.53,Algodón,51.18,23.825,60
49.75,33.34,2.62,2.87,9.79,0.21,0.0,1.42,2.51,Mixto,45.06,21.275,40
18.25,25.38,32.12,2.3,7.94,5.32,8.69,0.0,1.18,Mixto,37.08,17.95,40
25.79,9.35,27.8,1.18,1.33,11.72,22.82,0.0,1.54,Mixto,39.24,18.85,40
89.18,10.82,0.0,0.0,0.0,0.0,0.0,0.0,4.18,Algodón,55.08,25.45,60
22.44,3.99,34.69,5.86,7.11,5.03,20.88,0.0,1.61,Mixto,39.66,19.025,40
27.01,31.41,23.56,0.76,4.6,4.34,8.32,0.0,2.42,Mixto,44.519999999999996,21.05,40
79.57,16.32,0.0,1.42,0.74,0.0,0.0,1.96,3.4,Algodón,50.4,23.5,60
96.58,3.42,0.0,0.0,0.0,0.0,0.0,0.0,4.17,Algodón,55.019999999999996,25.425,60
72.35,16.74,0.0,4.97,1.07,0.0,0.0,4.86,4.57,Algodón,57.42,26.425,60
39.54,38.07,4.58,1.82,9.15,4.87,0.0,1.96,5.38,Mixto,62.28,28.45,40
90.47,1.67,0.0,2.42,4.25,0.0,0.0,1.18,6.28,Algodón,67.68,30.700000000000003,60
3.2,21.91,28.63,3.07,5.85,10.7,26.65,0.0,2.89,Mixto,47.34,22.225,40
90.76,9.24,0.0,0.0,0.0,0.0,0.0,0.0,5.47,Algodón,62.82,28.674999999999997,60
76.05,15.65,0.0,2.15,4.6,0.0,0.0,1.55,6.69,Algodón,70.14,31.725,60
95.83,4.17,0.0,0.0,0.0,0.0,0.0,0.0,6.57,Algodón,69.42,31.425,60
89.39,2.09,0.0,0.09,3.44,0.0,0.0,5.0,4.88,Algodón,59.28,27.2,60
17.68,52.35,0.0,15.22,1.37,9.53,0.0,3.86,2.7,Sintéticos,46.2,21.75,40
97.51,2.49,0.0,0.0,0.0,0.0,0.0,0.0,7.91,Algodón,77.46000000000001,34.775,60
23.59,41.51,0.0,10.25,0.64,20.05,0.0,3.95,2.17,Mixto,43.019999999999996,20.425,40
93.93,6.07,0.0,0.0,0.0,0.0,0.0,0.0,4.73,Algodón,58.38,26.825000000000003,60
92.57,7.43,0.0,0.0,0.0,0.0,0.0,0.0,6.84,Algodón,71.03999999999999,32.1,60
92.02,7.98,0.0,0.0,0.0,0.0,0.0,0.0,7.39,Algodón,74.34,33.474999999999994,60
91.12,8.88,0.0,0.0,0.0,0.0,0.0,0.0,6.51,Algodón,69.06,31.275,60
80.87,11.48,0.0,2.21,1.48,0.0,0.0,3.96,6.72,Algodón,70.32,31.8,60
98.3,1.7,0.0,0.0,0.0,0.0,0.0,0.0,4.07,Algodón,54.42,25.175,60
19.08,55.27,0.0,13.06,1.05,6.76,0.0,4.78,3.92,Sintéticos,53.519999999999996,24.8,40
88.87,11.13,0.0,0.0,0.0,0.0,0.0,0.0,5.77,Algodón,64.62,29.424999999999997,60
15.46,50.97,0.0,10.99,2.39,17.34,0.0,2.85,3.71,Sintéticos,52.26,24.275,40
8.58,62.83,0.0,14.74,0.83,8.03,0.0,4.99,4.0,Sintéticos,54.0,25.0,40
93.93,6.07,0.0,0.0,0.0,0.0,0.0,0.0,6.43,Algodón,68.58,31.075,60
36.75,28.9,17.37,0.14,3.62,3.38,9.83,0.0,2.63,Mixto,45.78,21.575,40
82.97,8.31,0.0,0.24,4.97,0.0,0.0,3.51,4.3,Algodón,55.8,25.75,60
36.07,48.75,3.49,3.42,3.48,4.48,0.0,0.32,4.44,Mixto,56.64,26.1,40
53.96,36.13,0.49,3.74,1.57,2.47,0.0,1.63,4.15,Mixto,54.900000000000006,25.375,40
5.17,62.4,0.0,8.89,1.91,17.82,0.0,3.81,2.45,Sintéticos,44.7,21.125,40
22.34,50.54,0.0,14.15,4.11,5.03,0.0,3.85,3.7,Sintéticos,52.2,24.25,40
53.49,33.74,2.58,0.56,7.63,1.22,0.0,0.78,4.07,Mixto,54.42,25.175,40
53.23,35.4,0.47,0.89,7.08,0.47,0.0,2.46,3.44,Mixto,50.64,23.6,40
93.03,6.97,0.0,0.0,0.0,0.0,0.0,0.0,6.22,Algodón,67.32,30.549999999999997,60
20.38,54.5,0.0,4.65,2.68,14.87,0.0,2.92,2.11,Sintéticos,42.66,20.275,40
73.25,16.4,0.0,1.57,7.17,0.0,0.0,1.61,3.0,Algodón,48.0,22.5,60
18.04,52.77,0.0,18.24,2.45,6.55,0.0,1.95,3.21,Sintéticos,49.26,23.025,40
45.55,36.19,3.8,3.62,7.87,2.52,0.0,0.45,3.24,Mixto,49.44,23.1,40
80.8,12.24,0.0,0.36,3.54,0.0,0.0,3.06,3.25,Algodón,49.5,23.125,60
25.19,52.77,0.0,9.05,4.45,7.08,0.0,1.47,2.8,Sintéticos,46.8,22.0,40
25.83,53.42,0.0,11.79,0.47,7.2,0.0,1.29,2.3,Sintéticos,43.8,20.75,40
72.8,11.98,0.0,4.06,10.43,0.0,0.0,0.73,6.08,Algodón,66.48,30.2,60
52.06,37.97,4.06,0.52,1.7,1.78,0.0,1.91,2.8,Mixto,46.8,22.0,40
78.15,5.12,0.0,2.32,9.24,0.0,0.0,5.18,4.09,Algodón,54.54,25.225,60
80.34,8.16,0.0,2.73,5.17,0.0,0.0,3.61,6.69,Algodón,70.14,31.725,60
97.87,2.13,0.0,0.0,0.0,0.0,0.0,0.0,6.93,Algodón,71.58,32.325,60
30.35,18.81,19.13,2.08,9.64,6.12,13.87,0.0,2.48,Mixto,44.879999999999995,21.2,40
2.69,23.06,27.33,3.44,9.3,10.58,23.61,0.0,2.94,Mixto,47.64,22.35,40
85.98,6.38,0.0,3.75,1.71,0.0,0.0,2.18,5.8,Algodón,64.8,29.5,60
25.32,31.61,18.21,2.39,0.08,10.85,11.54,0.0,2.6,Mixto,45.6,21.5,40
24.57,6.41,45.46,3.94,2.63,0.29,16.71,0.0,1.78,Mixto,40.68,19.45,40
54.64,30.14,4.02,3.96,4.82,2.19,0.0,0.23,2.98,Mixto,47.879999999999995,22.45,40
18.33,54.24,0.0,8.14,3.25,15.08,0.0,0.97,2.75,Sintéticos,46.5,21.875,40
94.06,1.02,0.0,0.8,1.66,0.0,0.0,2.45,3.81,Algodón,52.86,24.525,60
48.83,41.76,1.88,0.12,6.21,0.72,0.0,0.5,3.89,Mixto,53.34,24.725,40
30.67,15.16,19.63,2.35,1.14,3.1,27.95,0.0,1.66,Mixto,39.96,19.15,40
16.78,8.58,32.47,3.3,0.67,7.75,30.45,0.0,2.32,Delicados,43.92,20.8,30
93.13,6.87,0.0,0.0,0.0,0.0,0.0,0.0,7.03,Algodón,72.18,32.575,60
83.12,3.72,0.0,3.29,4.59,0.0,0.0,5.28,4.74,Algodón,58.44,26.85,60
97.12,2.88,0.0,0.0,0.0,0.0,0.0,0.0,7.1,Algodón,72.6,32.75,60
76.52,3.0,0.0,2.54,11.8,0.0,0.0,6.15,6.32,Algodón,67.92,30.8,60
95.12,4.88,0.0,0.0,0.0,0.0,0.0,0.0,7.96,Algodón,77.75999999999999,34.9,60
94.39,5.61,0.0,0.0,0.0,0.0,0.0,0.0,5.77,Algodón,64.62,29.424999999999997,60
21.61,48.98,0.0,5.77,4.5,16.95,0.0,2.19,3.97,Mixto,53.82,24.925,40
13.79,18.61,39.06,4.49,10.5,2.06,11.49,0.0,2.08,Mixto,42.480000000000004,20.2,40
77.21,9.36,0.0,0.92,8.38,0.0,0.0,4.12,5.02,Algodón,60.12,27.549999999999997,60
15.25,30.33,16.35,6.53,9.92,9.06,12.56,0.0,2.58,Mixto,45.480000000000004,21.45,40
21.04,55.53,0.0,10.73,1.64,10.79,0.0,0.27,2.73,Sintéticos,46.379999999999995,21.825,40
99.42,0.58,0.0,0.0,0.0,0.0,0.0,0.0,7.31,Algodón,73.86,33.275,60
48.76,30.8,5.82,5.41,6.79,1.01,0.0,1.42,2.98,Mixto,47.879999999999995,22.45,40
95.25,4.75,0.0,0.0,0.0,0.0,0.0,0.0,5.66,Algodón,63.96,29.15,60
18.77,57.79,0.0,8.84,1.26,12.12,0.0,1.22,2.14,Sintéticos,42.84,20.35,40
76.24,10.89,0.0,4.19,6.38,0.0,0.0,2.3,3.76,Algodón,52.56,24.4,60
29.27,46.02,0.0,11.41,0.73,9.43,0.0,3.14,3.99,Mixto,53.94,24.975,40
46.32,33.83,1.02,3.38,7.52,4.95,0.0,2.98,3.11,Mixto,48.66,22.775,40
17.62,5.13,31.51,5.77,6.43,14.09,19.47,0.0,2.19,Mixto,43.14,20.475,40
38.9,46.55,2.15,1.3,7.4,0.71,0.0,2.99,4.59,Mixto,57.54,26.475,40
5.35,54.48,0.0,17.48,1.72,15.81,0.0,5.17,3.95,Sintéticos,53.7,24.875,40
49.55,1.62,27.66,0.13,1.66,6.16,13.23,0.0,1.35,Mixto,38.1,18.375,40
60.79,23.23,3.79,4.51,3.45,3.93,0.0,0.3,2.82,Mixto,46.92,22.05,40
98.8,1.2,0.0,0.0,0.0,0.0,0.0,0.0,7.73,Algodón,76.38,34.325,60
20.47,20.86,25.66,3.74,0.48,6.98,21.81,0.0,1.07,Mixto,36.42,17.675,40
24.0,14.69,37.1,2.56,0.32,2.88,18.45,0.0,1.58,Mixto,39.480000000000004,18.95,40
