Algodon,Poliester,Lana,Elastano,Viscosa,Nylon,Seda,Fibra,Peso
7.31,44.68,0.0,23.94,6.0,13.14,0.0,4.93,2.41
22.29,25.03,30.22,2.93,1.53,0.98,17.02,0.0,1.61
86.32,3.85,0.0,0.24,6.46,0.0,0.0,3.12,5.02
73.93,13.23,0.0,3.49,5.18,0.0,0.0,4.15,5.19
99.27,0.73,0.0,0.0,0.0,0.0,0.0,0.0,7.52
94.14,5.86,0.0,0.0,0.0,0.0,0.0,0.0,6.74
43.96,38.71,1.02,3.33,6.92,3.23,0.0,2.83,2.74
96.23,3.77,0.0,0.0,0.0,0.0,0.0,0.0,7.17
26.94,49.53,0.0,8.58,2.68,9.45,0.0,2.81,3.13
52.18,37.62,0.58,3.8,3.43,0.93,0.0,1.46,5.16
91.38,0.33,0.0,4.76,0.5,0.0,0.0,3.03,5.4
43.68,40.17,1.84,1.36,7.53,4.87,0.0,0.55,5.07
78.78,12.33,0.0,0.4,6.37,0.0,0.0,2.13,3.09
25.57,24.22,14.94,3.85,8.42,6.44,16.57,0.0,1.1
13.86,18.69,43.92,3.96,10.29,0.51,8.75,0.0,2.64
93.97,6.03,0.0,0.0,0.0,0.0,0.0,0.0,7.19
46.37,32.99,0.76,1.42,9.5,4.76,0.0,4.2,4.81
80.56,13.38,0.0,2.93,0.9,0.0,0.0,2.23,3.15
74.64,19.26,0.0,1.73,2.36,0.0,0.0,2.0,5.74
86.22,2.15,0.0,3.69,3.63,0.0,0.0,4.3,3.37
49.85,31.69,0.94,0.76,7.92,4.46,0.0,4.37,3.53
44.63,42.13,3.09,3.81,3.54,1.34,0.0,1.46,4.65
2.42,55.96,0.0,8.68,5.31,22.68,0.0,4.95,2.47
53.2,27.98,4.47,4.19,3.87,3.51,0.0,2.8,3.29
45.4,41.67,3.2,0.95,4.59,1.18,0.0,3.0,3.61
90.11,9.89,0.0,0.0,0.0,0.0,0.0,0.0,7.93
14.24,47.58,0.0,12.98,3.33,15.74,0.0,6.13,3.92
97.58,2.42,0.0,0.0,0.0,0.0,0.0,0.0,6.07
0.42,5.11,46.76,2.26,11.96,7.28,26.23,0.0,1.33
6.75,33.6,37.66,0.9,6.12,4.03,10.93,0.0,1.58
57.39,26.31,3.0,4.07,5.46,0.66,0.0,3.1,3.07
78.66,12.29,0.0,0.7,7.39,0.0,0.0,0.96,5.06
75.61,17.29,0.0,3.65,2.46,0.0,0.0,0.98,5.89
75.8,14.25,0.0,3.04,2.95,0.0,0.0,3.95,6.72
90.88,9.12,0.0,0.0,0.0,0.0,0.0,0.0,6.05
90.97,9.03,0.0,0.0,0.0,0.0,0.0,0.0,4.08
18.46,50.43,0.0,15.41,2.61,9.34,0.0,3.75,3.89
26.46,42.72,0.0,17.12,2.49,9.39,0.0,1.8,2.29
97.78,2.22,0.0,0.0,0.0,0.0,0.0,0.0,5.29
77.03,13.0,0.0,2.64,6.63,0.0,0.0,0.7,5.57
94.42,5.58,0.0,0.0,0.0,0.0,0.0,0.0,7.68
78.65,2.65,0.0,4.99,10.1,0.0,0.0,3.61,6.14
82.58,12.62,0.0,1.34,2.22,0.0,0.0,1.24,3.46
92.79,7.21,0.0,0.0,0.0,0.0,0.0,0.0,4.87
45.5,44.04,3.19,1.07,2.02,1.75,0.0,2.44,4.63
18.83,20.9,27.78,2.77,0.5,5.04,24.18,0.0,2.43
88.1,10.46,0.0,0.23,0.48,0.0,0.0,0.73,3.53
96.31,3.69,0.0,0.0,0.0,0.0,0.0,0.0,6.72
14.79,53.81,0.0,14.29,2.64,13.29,0.0,1.18,2.55
77.0,9.45,0.0,0.21,8.51,0.0,0.0,4.83,5.99
41.04,41.81,2.27,4.26,6.64,2.62,0.0,1.36,4.26
97.02,2.98,0.0,0.0,0.0,0.0,0.0,0.0,4.51
84.83,12.04,0.0,0.03,0.68,0.0,0.0,2.43,6.22
27.63,8.39,24.71,1.98,6.63,3.86,26.8,0.0,1.44
15.67,18.1,16.44,4.83,9.52,7.18,28.25,0.0,2.29
21.59,55.94,0.0,5.46,1.74,12.61,0.0,2.66,3.38
55.84,28.01,1.25,2.21,6.02,0.95,0.0,5.72,3.22
26.34,28.87,12.8,2.04,5.48,7.43,17.05,0.0,1.97
12.15,47.52,0.0,23.02,1.78,12.68,0.0,2.86,2.24
18.24,10.25,33.12,7.37,4.13,7.4,19.49,0.0,2.83
10.82,56.28,0.0,10.5,0.51,16.16,0.0,5.74,3.22
90.76,9.24,0.0,0.0,0.0,0.0,0.0,0.0,7.32
0.67,54.23,0.0,20.58,5.14,16.76,0.0,2.62,2.05
97.62,2.38,0.0,0.0,0.0,0.0,0.0,0.0,6.6
98.4,1.6,0.0,0.0,0.0,0.0,0.0,0.0,7.24
87.8,5.53,0.0,1.96,2.52,0.0,0.0,2.19,4.97
97.04,2.96,0.0,0.0,0.0,0.0,0.0,0.0,5.35
78.59,12.13,0.0,1.49,5.53,0.0,0.0,2.27,3.53
49.75,33.34,2.62,2.87,9.79,0.21,0.0,1.42,2.51
18.25,25.38,32.12,2.3,7.94,5.32,8.69,0.0,1.18
25.79,9.35,27.8,1.18,1.33,11.72,22.82,0.0,1.54
89.18,10.82,0.0,0.0,0.0,0.0,0.0,0.0,4.18
22.44,3.99,34.69,5.86,7.11,5.03,20.88,0.0,1.61
27.01,31.41,23.56,0.76,4.6,4.34,8.32,0.0,2.42
79.57,16.32,0.0,1.42,0.74,0.0,0.0,1.96,3.4
96.58,3.42,0.0,0.0,0.0,0.0,0.0,0.0,4.17
72.35,16.74,0.0,4.97,1.07,0.0,0.0,4.86,4.57
39.54,38.07,4.58,1.82,9.15,4.87,0.0,1.96,5.38
90.47,1.67,0.0,2.42,4.25,0.0,0.0,1.18,6.28
3.2,21.91,28.63,3.07,5.85,10.7,26.65,0.0,2.89
90.76,9.24,0.0,0.0,0.0,0.0,0.0,0.0,5.47
76.05,15.65,0.0,2.15,4.6,0.0,0.0,1.55,6.69
95.83,4.17,0.0,0.0,0.0,0.0,0.0,0.0,6.57
89.39,2.09,0.0,0.09,3.44,0.0,0.0,5.0,4.88
17.68,52.35,0.0,15.22,1.37,9.53,0.0,3.86,2.7
97.51,2.49,0.0,0.0,0.0,0.0,0.0,0.0,7.91
23.59,41.51,0.0,10.25,0.64,20.05,0.0,3.95,2.17
93.93,6.07,0.0,0.0,0.0,0.0,0.0,0.0,4.73
92.57,7.43,0.0,0.0,0.0,0.0,0.0,0.0,6.84
92.02,7.98,0.0,0.0,0.0,0.0,0.0,0.0,7.39
91.12,8.88,0.0,0.0,0.0,0.0,0.0,0.0,6.51
80.87,11.48,0.0,2.21,1.48,0.0,0.0,3.96,6.72
98.3,1.7,0.0,0.0,0.0,0.0,0.0,0.0,4.07
19.08,55.27,0.0,13.06,1.05,6.76,0.0,4.78,3.92
88.87,11.13,0.0,0.0,0.0,0.0,0.0,0.0,5.77
15.46,50.97,0.0,10.99,2.39,17.34,0.0,2.85,3.71
8.58,62.83,0.0,14.74,0.83,8.03,0.0,4.99,4.0
93.93,6.07,0.0,0.0,0.0,0.0,0.0,0.0,6.43
36.75,28.9,17.37,0.14,3.62,3.38,9.83,0.0,2.63
82.97,8.31,0.0,0.24,4.97,0.0,0.0,3.51,4.3
36.07,48.75,3.49,3.42,3.48,4.48,0.0,0.32,4.44
53.96,36.13,0.49,3.74,1.57,2.47,0.0,1.63,4.15
5.17,62.4,0.0,8.89,1.91,17.82,0.0,3.81,2.45
22.34,50.54,0.0,14.15,4.11,5.03,0.0,3.85,3.7
53.49,33.74,2.58,0.56,7.63,1.22,0.0,0.78,4.07
53.23,35.4,0.47,0.89,7.08,0.47,0.0,2.46,3.44
93.03,6.97,0.0,0.0,0.0,0.0,0.0,0.0,6.22
20.38,54.5,0.0,4.65,2.68,14.87,0.0,2.92,2.11
73.25,16.4,0.0,1.57,7.17,0.0,0.0,1.61,3.0
18.04,52.77,0.0,18.24,2.45,6.55,0.0,1.95,3.21
45.55,36.19,3.8,3.62,7.87,2.52,0.0,0.45,3.24
80.8,12.24,0.0,0.36,3.54,0.0,0.0,3.06,3.25
25.19,52.77,0.0,9.05,4.45,7.08,0.0,1.47,2.8
25.83,53.42,0.0,11.79,0.47,7.2,0.0,1.29,2.3
72.8,11.98,0.0,4.06,10.43,0.0,0.0,0.73,6.08
52.06,37.97,4.06,0.52,1.7,1.78,0.0,1.91,2.8
78.15,5.12,0.0,2.32,9.24,0.0,0.0,5.18,4.09
80.34,8.16,0.0,2.73,5.17,0.0,0.0,3.61,6.69
97.87,2.13,0.0,0.0,0.0,0.0,0.0,0.0,6.93
30.35,18.81,19.13,2.08,9.64,6.12,13.87,0.0,2.48
2.69,23.06,27.33,3.44,9.3,10.58,23.61,0.0,2.94
85.98,6.38,0.0,3.75,1.71,0.0,0.0,2.18,5.8
25.32,31.61,18.21,2.39,0.08,10.85,11.54,0.0,2.6
24.57,6.41,45.46,3.94,2.63,0.29,16.71,0.0,1.78
54.64,30.14,4.02,3.96,4.82,2.19,0.0,0.23,2.98
18.33,54.24,0.0,8.14,3.25,15.08,0.0,0.97,2.75
94.06,1.02,0.0,0.8,1.66,0.0,0.0,2.45,3.81
48.83,41.76,1.88,0.12,6.21,0.72,0.0,0.5,3.89
30.67,15.16,19.63,2.35,1.14,3.1,27.95,0.0,1.66
16.78,8.58,32.47,3.3,0.67,7.75,30.45,0.0,2.32
93.13,6.87,0.0,0.0,0.0,0.0,0.0,0.0,7.03
83.12,3.72,0.0,3.29,4.59,0.0,0.0,5.28,4.74
97.12,2.88,0.0,0.0,0.0,0.0,0.0,0.0,7.1
76.52,3.0,0.0,2.54,11.8,0.0,0.0,6.15,6.32
95.12,4.88,0.0,0.0,0.0,0.0,0.0,0.0,7.96
94.39,5.61,0.0,0.0,0.0,0.0,0.0,0.0,5.77
21.61,48.98,0.0,5.77,4.5,16.95,0.0,2.19,3.97
13.79,18.61,39.06,4.49,10.5,2.06,11.49,0.0,2.08
77.21,9.36,0.0,0.92,8.38,0.0,0.0,4.12,5.02
15.25,30.33,16.35,6.53,9.92,9.06,12.56,0.0,2.58
21.04,55.53,0.0,10.73,1.64,10.79,0.0,0.27,2.73
99.42,0.58,0.0,0.0,0.0,0.0,0.0,0.0,7.31
48.76,30.8,5.82,5.41,6.79,1.01,0.0,1.42,2.98
95.25,4.75,0.0,0.0,0.0,0.0,0.0,0.0,5.66
18.77,57.79,0.0,8.84,1.26,12.12,0.0,1.22,2.14
76.24,10.89,0.0,4.19,6.38,0.0,0.0,2.3,3.76
29.27,46.02,0.0,11.41,0.73,9.43,0.0,3.14,3.99
46.32,33.83,1.02,3.38,7.52,4.95,0.0,2.98,3.11
17.62,5.13,31.51,5.77,6.43,14.09,19.47,0.0,2.19
38.9,46.55,2.15,1.3,7.4,0.71,0.0,2.99,4.59
5.35,54.48,0.0,17.48,1.72,15.81,0.0,5.17,3.95
49.55,1.62,27.66,0.13,1.66,6.16,13.23,0.0,1.35
60.79,23.23,3.79,4.51,3.45,3.93,0.0,0.3,2.82
98.8,1.2,0.0,0.0,0.0,0.0,0.0,0.0,7.73
20.47,20.86,25.66,3.74,0.48,6.98,21.81,0.0,1.07
24.0,14.69,37.1,2.56,0.32,2.88,18.45,0.0,1.58
87.5,4.17,0.0,2.14,4.29,0.0,0.0,1.9,3.52
90.09,0.66,0.0,3.55,3.96,0.0,0.0,1.74,3.33
6.05,14.7,41.16,1.5,10.77,2.6,23.21,0.0,2.74
16.27,26.55,25.88,0.42,2.88,2.63,25.37,0.0,1.06
42.17,46.44,1.83,1.52,1.43,4.14,0.0,2.47,4.3
9.8,55.54,0.0,14.39,2.97,15.95,0.0,1.36,3.87
79.23,11.68,0.0,4.32,0.54,0.0,0.0,4.24,6.02
29.86,4.06,32.55,1.34,8.31,5.7,18.19,0.0,2.64
11.37,31.24,20.34,0.44,4.86,1.24,30.5,0.0,1.63
10.37,15.55,37.33,2.36,0.64,0.6,33.16,0.0,2.82
16.51,27.77,25.55,0.16,8.39,4.59,17.04,0.0,1.47
94.3,3.63,0.0,0.05,0.68,0.0,0.0,1.34,4.29
18.44,60.81,0.0,10.62,0.91,5.42,0.0,3.79,2.38
84.05,9.52,0.0,0.74,4.1,0.0,0.0,1.59,5.86
79.86,11.58,0.0,2.79,5.07,0.0,0.0,0.7,6.42
82.17,9.21,0.0,1.76,4.44,0.0,0.0,2.41,4.99
15.95,30.73,33.33,2.62,3.56,7.04,6.77,0.0,1.86
54.37,39.57,0.08,3.68,0.84,0.4,0.0,1.06,2.95
41.46,44.04,1.66,0.88,5.82,2.36,0.0,3.78,3.42
34.49,52.61,4.41,1.18,3.1,3.96,0.0,0.25,4.8
2.45,2.87,58.85,2.66,6.86,14.6,11.72,0.0,2.33
79.47,7.21,0.0,2.92,7.15,0.0,0.0,3.25,5.78
53.68,38.85,1.89,1.3,0.31,1.92,0.0,2.05,4.75
18.68,49.75,0.0,13.73,7.01,9.76,0.0,1.06,3.29
91.46,8.54,0.0,0.0,0.0,0.0,0.0,0.0,4.56
46.57,24.45,1.93,5.42,10.88,5.36,0.0,5.38,3.18
15.61,37.31,0.0,22.84,0.05,20.01,0.0,4.18,2.12
50.34,38.32,3.13,2.34,3.72,0.46,0.0,1.69,4.19
49.93,42.31,0.67,4.46,0.07,1.21,0.0,1.35,4.73
7.87,58.95,0.0,8.83,6.37,13.16,0.0,4.81,2.4
10.3,4.1,42.17,6.0,0.84,11.31,25.28,0.0,2.94
81.11,10.44,0.0,4.4,3.75,0.0,0.0,0.31,3.48
91.96,8.04,0.0,0.0,0.0,0.0,0.0,0.0,4.48
99.98,0.02,0.0,0.0,0.0,0.0,0.0,0.0,7.2
91.66,8.34,0.0,0.0,0.0,0.0,0.0,0.0,7.38
83.58,8.01,0.0,0.49,4.26,0.0,0.0,3.66,6.8
89.66,10.34,0.0,0.0,0.0,0.0,0.0,0.0,7.81
43.34,33.94,3.14,5.31,10.97,0.92,0.0,2.38,4.52
30.32,36.81,0.0,18.95,2.21,6.6,0.0,5.11,2.86
97.45,2.55,0.0,0.0,0.0,0.0,0.0,0.0,7.63
62.55,30.3,2.93,1.64,0.62,0.36,0.0,1.6,5.33
35.23,42.03,5.14,4.34,7.05,5.58,0.0,0.62,4.11
2.47,18.61,26.06,1.4,8.21,13.24,30.0,0.0,2.02
55.73,26.47,0.66,1.85,9.93,5.11,0.0,0.26,3.93
77.97,15.36,0.0,0.74,4.03,0.0,0.0,1.9,3.87
45.66,32.45,0.77,3.73,11.11,3.78,0.0,2.51,3.69
55.51,28.7,3.87,6.27,1.54,2.57,0.0,1.54,3.31
22.76,16.64,24.26,0.37,9.18,0.64,26.15,0.0,2.18
11.75,18.64,24.42,2.56,5.34,0.48,36.81,0.0,2.36
10.01,63.9,0.0,10.29,0.54,13.5,0.0,1.76,2.73
56.8,28.96,0.31,0.61,3.57,5.09,0.0,4.67,4.27
3.04,68.08,0.0,8.94,3.29,15.66,0.0,0.99,3.38
51.21,39.03,2.34,3.43,1.39,2.06,0.0,0.55,3.11
56.8,29.09,3.79,1.55,4.56,0.81,0.0,3.41,4.18
39.57,15.75,22.18,2.26,6.86,1.89,11.49,0.0,2.53
18.14,14.16,33.83,4.45,4.58,6.71,18.12,0.0,2.37
50.13,38.86,3.24,3.36,2.02,0.0,0.0,2.39,3.06
24.59,2.71,36.14,1.89,8.18,4.37,22.13,0.0,1.31
21.19,50.78,0.0,12.01,2.34,12.28,0.0,1.38,2.58
10.38,16.81,26.43,3.16,15.55,15.89,11.78,0.0,1.64
85.63,6.04,0.0,3.79,3.65,0.0,0.0,0.89,4.28
53.32,27.38,3.36,2.4,7.72,2.62,0.0,3.21,5.4
96.39,3.61,0.0,0.0,0.0,0.0,0.0,0.0,7.15
98.15,1.85,0.0,0.0,0.0,0.0,0.0,0.0,4.33
77.07,13.45,0.0,2.92,4.71,0.0,0.0,1.86,3.43
47.47,33.08,2.35,0.64,8.47,4.24,0.0,3.75,4.02
28.51,42.39,0.0,10.24,2.77,14.75,0.0,1.34,2.74
4.76,49.04,0.0,18.72,2.73,18.68,0.0,6.08,2.13
74.23,14.24,0.0,1.52,7.23,0.0,0.0,2.77,5.52
31.8,39.33,0.0,8.67,1.15,13.5,0.0,5.55,3.91
16.81,12.96,26.24,2.53,10.06,4.93,26.47,0.0,1.94
67.15,23.18,1.86,1.9,1.78,2.02,0.0,2.11,3.65
5.27,33.34,23.89,0.38,8.76,1.51,26.85,0.0,2.48
36.92,39.76,3.72,1.67,9.82,2.57,0.0,5.54,3.41
14.73,6.33,29.07,2.46,2.52,16.48,28.4,0.0,1.97
82.07,11.15,0.0,3.4,2.42,0.0,0.0,0.96,6.93
51.15,31.15,3.41,2.41,8.34,1.56,0.0,1.98,2.83
7.52,4.83,46.64,6.21,5.67,7.52,21.6,0.0,1.24
89.47,10.53,0.0,0.0,0.0,0.0,0.0,0.0,4.6
21.97,17.1,32.65,3.06,4.33,7.14,13.75,0.0,1.1
38.96,30.87,4.13,4.94,11.63,5.14,0.0,4.33,3.94
24.15,22.19,24.12,3.11,0.89,5.09,20.45,0.0,1.24
32.6,37.76,0.0,11.46,1.0,11.32,0.0,5.85,2.07
14.06,18.37,38.76,0.07,10.14,9.42,9.17,0.0,1.45
85.26,7.08,0.0,0.69,6.14,0.0,0.0,0.84,4.87
27.79,36.06,0.0,9.27,5.13,18.88,0.0,2.86,3.11
60.82,30.78,2.0,2.39,0.19,1.16,0.0,2.65,4.89
70.75,15.33,0.0,2.62,7.24,0.0,0.0,4.07,6.86
92.89,7.11,0.0,0.0,0.0,0.0,0.0,0.0,7.71
83.9,5.61,0.0,3.39,3.52,0.0,0.0,3.58,5.06
92.24,7.76,0.0,0.0,0.0,0.0,0.0,0.0,7.07
77.15,14.06,0.0,1.97,6.52,0.0,0.0,0.31,4.1
21.25,33.99,0.0,17.39,3.76,18.78,0.0,4.83,3.15
13.76,51.84,0.0,14.97,3.84,15.23,0.0,0.36,2.12
11.8,4.33,37.34,4.93,6.83,6.6,28.16,0.0,2.97
95.43,4.57,0.0,0.0,0.0,0.0,0.0,0.0,6.55
33.49,21.96,24.77,0.37,4.81,2.28,12.33,0.0,1.67
74.16,15.16,0.0,4.72,4.09,0.0,0.0,1.86,6.04
82.05,9.98,0.0,2.06,4.11,0.0,0.0,1.8,4.5
79.05,13.29,0.0,2.27,0.98,0.0,0.0,4.41,4.31
18.02,13.99,17.6,5.21,6.41,6.62,32.14,0.0,1.64
20.36,23.19,34.61,2.82,5.9,4.89,8.23,0.0,2.1
80.44,7.02,0.0,2.43,5.93,0.0,0.0,4.18,3.44
76.3,16.81,0.0,1.19,4.58,0.0,0.0,1.13,6.86
91.18,8.82,0.0,0.0,0.0,0.0,0.0,0.0,4.36
61.21,24.79,4.64,3.26,1.78,3.21,0.0,1.11,3.67
89.52,10.48,0.0,0.0,0.0,0.0,0.0,0.0,6.78
38.81,49.17,0.61,3.67,2.33,0.81,0.0,4.6,5.49
96.56,3.44,0.0,0.0,0.0,0.0,0.0,0.0,7.74
5.5,42.68,38.77,0.83,1.81,0.77,9.64,0.0,1.05
38.27,45.84,3.27,4.37,1.45,3.0,0.0,3.79,3.41
3.22,13.78,41.8,1.73,12.51,0.57,26.38,0.0,1.17
84.51,10.94,0.0,1.1,0.56,0.0,0.0,2.89,3.77
20.0,10.9,28.54,4.77,2.95,2.82,30.01,0.0,1.53
1.97,32.14,15.45,5.55,3.23,10.84,30.81,0.0,2.34
49.64,32.19,3.98,4.23,3.43,3.89,0.0,2.63,3.02
46.68,35.09,2.17,4.96,9.72,0.64,0.0,0.75,4.66
24.84,49.54,0.0,8.68,0.1,13.71,0.0,3.13,3.06
96.13,3.87,0.0,0.0,0.0,0.0,0.0,0.0,5.64
60.42,24.51,4.21,2.36,3.74,2.85,0.0,1.92,4.67
52.52,32.43,1.49,1.85,6.2,5.01,0.0,0.51,4.97
54.67,35.02,3.91,2.81,2.27,0.5,0.0,0.82,3.73
8.56,3.33,51.93,4.86,10.56,13.15,7.6,0.0,2.58
16.23,13.22,33.61,1.57,7.62,1.15,26.6,0.0,2.64
49.41,32.9,4.06,1.88,8.41,1.16,0.0,2.18,3.46
8.96,55.27,0.0,18.49,5.32,6.79,0.0,5.18,3.6
85.32,3.41,0.0,4.29,5.22,0.0,0.0,1.77,6.23
77.75,10.34,0.0,5.49,6.0,0.0,0.0,0.43,6.72
78.5,5.94,0.0,0.98,9.8,0.0,0.0,4.78,4.03
26.16,50.86,0.0,8.02,0.42,10.05,0.0,4.48,3.19
1.64,28.62,39.09,6.26,3.87,6.84,13.68,0.0,2.22
20.39,47.42,0.0,14.89,2.08,11.96,0.0,3.25,3.58
8.82,55.13,0.0,11.53,1.09,20.06,0.0,3.36,3.05
85.66,6.99,0.0,3.75,1.58,0.0,0.0,2.02,5.83
19.58,49.0,0.0,14.25,3.69,10.9,0.0,2.57,3.73
11.53,67.79,0.0,9.53,2.83,5.65,0.0,2.68,2.18
16.25,51.62,0.0,5.76,4.67,18.95,0.0,2.75,2.73
34.65,25.79,13.83,3.27,12.67,0.81,8.98,0.0,1.39
21.55,20.52,23.8,0.52,5.94,4.86,22.82,0.0,2.39
92.49,7.51,0.0,0.0,0.0,0.0,0.0,0.0,5.25
95.38,4.62,0.0,0.0,0.0,0.0,0.0,0.0,4.58
28.29,16.61,22.84,5.22,7.23,11.7,8.11,0.0,2.78
55.39,29.69,2.16,0.71,4.95,2.88,0.0,4.23,4.21
26.74,43.26,0.0,12.46,0.09,11.26,0.0,6.19,2.0
1.69,23.31,25.16,5.16,9.11,10.09,25.48,0.0,2.21
14.99,46.55,0.0,23.6,4.31,9.16,0.0,1.4,2.37
55.57,33.5,4.39,2.06,2.2,1.13,0.0,1.15,2.66
95.61,4.39,0.0,0.0,0.0,0.0,0.0,0.0,6.87
41.23,50.06,2.68,2.46,2.74,0.06,0.0,0.77,3.61
2.66,32.07,15.86,5.34,1.51,5.75,36.82,0.0,2.64
52.97,33.12,2.31,4.19,0.24,3.06,0.0,4.12,3.4
58.54,24.32,3.55,1.46,6.47,2.64,0.0,3.03,4.04
92.47,7.53,0.0,0.0,0.0,0.0,0.0,0.0,4.58
85.74,1.83,0.0,1.63,9.31,0.0,0.0,1.49,3.02
93.57,6.43,0.0,0.0,0.0,0.0,0.0,0.0,6.15
24.43,44.61,0.0,10.44,4.02,15.44,0.0,1.07,2.18
97.36,2.64,0.0,0.0,0.0,0.0,0.0,0.0,4.33
74.3,14.77,0.0,1.36,4.39,0.0,0.0,5.17,4.69
76.35,15.6,0.0,2.97,3.23,0.0,0.0,1.86,6.73
92.6,7.4,0.0,0.0,0.0,0.0,0.0,0.0,4.25
22.31,50.04,0.0,15.18,1.92,7.59,0.0,2.96,3.63
10.25,55.19,0.0,14.27,0.88,16.25,0.0,3.17,2.35
83.6,10.6,0.0,1.38,3.99,0.0,0.0,0.43,3.9
32.29,11.96,39.04,2.21,2.25,1.06,11.18,0.0,2.94
52.94,36.04,2.98,1.18,3.34,2.72,0.0,0.81,5.01
11.26,13.43,39.83,7.8,6.81,9.17,11.7,0.0,1.83
80.62,12.43,0.0,0.52,2.0,0.0,0.0,4.42,6.49
49.04,39.18,2.79,0.37,4.62,3.67,0.0,0.33,3.94
7.31,57.7,0.0,12.04,6.63,14.06,0.0,2.27,3.3
21.72,5.54,32.14,2.91,7.47,10.45,19.76,0.0,1.04
5.84,7.98,56.95,5.47,2.47,5.79,15.5,0.0,2.72
50.97,36.86,3.04,3.96,0.09,2.47,0.0,2.61,4.61
29.84,26.79,11.33,2.74,10.05,6.72,12.52,0.0,2.96
81.36,11.34,0.0,2.7,2.71,0.0,0.0,1.89,6.82
98.29,1.71,0.0,0.0,0.0,0.0,0.0,0.0,6.04
16.07,30.35,35.34,0.67,7.8,3.97,5.79,0.0,2.35
96.63,3.37,0.0,0.0,0.0,0.0,0.0,0.0,7.71
85.71,7.68,0.0,2.77,2.07,0.0,0.0,1.77,4.88
55.02,25.95,0.02,1.32,7.71,5.88,0.0,4.09,4.79
49.89,34.36,2.54,0.28,7.87,1.62,0.0,3.42,2.51
97.01,2.99,0.0,0.0,0.0,0.0,0.0,0.0,4.15
7.82,25.45,30.62,4.72,2.58,10.89,17.91,0.0,1.41
94.35,5.65,0.0,0.0,0.0,0.0,0.0,0.0,4.24
78.98,9.16,0.0,4.35,6.45,0.0,0.0,1.07,3.77
72.47,18.18,0.0,0.36,6.75,0.0,0.0,2.23,5.15
74.38,16.44,0.0,4.32,4.47,0.0,0.0,0.39,4.72
15.76,43.64,0.0,15.52,1.26,20.25,0.0,3.58,3.67
98.25,1.75,0.0,0.0,0.0,0.0,0.0,0.0,6.0
80.94,10.31,0.0,3.64,2.4,0.0,0.0,2.71,5.15
92.28,7.72,0.0,0.0,0.0,0.0,0.0,0.0,6.92
70.1,19.54,0.0,1.76,7.64,0.0,0.0,0.96,6.74
76.49,16.7,0.0,2.39,1.57,0.0,0.0,2.85,3.84
94.59,5.41,0.0,0.0,0.0,0.0,0.0,0.0,4.72
31.79,42.76,0.0,12.09,1.76,6.35,0.0,5.24,3.32
40.17,43.3,4.12,0.71,7.54,1.5,0.0,2.67,3.33
85.71,0.56,0.0,0.61,9.8,0.0,0.0,3.33,3.32
25.07,47.13,0.0,5.66,2.87,15.98,0.0,3.3,3.69
97.16,2.84,0.0,0.0,0.0,0.0,0.0,0.0,5.26
31.22,49.82,0.0,9.3,0.1,5.33,0.0,4.22,2.72
88.39,5.77,0.0,0.59,4.3,0.0,0.0,0.94,4.41
90.54,9.46,0.0,0.0,0.0,0.0,0.0,0.0,7.16
11.39,57.37,0.0,14.84,3.26,8.71,0.0,4.43,2.45
12.65,53.68,0.0,20.8,1.2,7.42,0.0,4.26,2.07
14.9,62.76,0.0,8.95,1.93,10.46,0.0,1.0,2.64
10.65,16.6,25.62,4.35,3.01,7.1,32.67,0.0,1.9
80.41,6.72,0.0,0.8,8.81,0.0,0.0,3.26,4.48
20.94,7.28,36.85,0.21,2.55,8.36,23.81,0.0,1.41
89.31,10.69,0.0,0.0,0.0,0.0,0.0,0.0,5.78
51.37,36.36,2.38,1.67,6.85,0.67,0.0,0.7,2.81
72.85,16.02,0.0,3.08,3.37,0.0,0.0,4.68,4.34
94.94,5.06,0.0,0.0,0.0,0.0,0.0,0.0,6.63
95.82,4.18,0.0,0.0,0.0,0.0,0.0,0.0,5.31
1.42,66.32,0.0,8.19,3.7,19.37,0.0,1.0,2.71
24.42,24.83,24.14,5.03,3.48,8.81,9.29,0.0,2.88
5.98,14.21,31.53,6.32,3.29,5.63,33.02,0.0,1.08
90.56,3.26,0.0,0.17,3.66,0.0,0.0,2.34,3.1
98.97,1.03,0.0,0.0,0.0,0.0,0.0,0.0,4.79
25.72,7.82,34.08,0.06,10.63,3.61,18.08,0.0,2.55
85.2,9.56,0.0,1.76,0.44,0.0,0.0,3.04,3.94
94.35,5.65,0.0,0.0,0.0,0.0,0.0,0.0,5.11
88.18,4.48,0.0,3.13,2.31,0.0,0.0,1.89,6.03
15.67,5.4,39.61,2.66,8.72,9.45,18.49,0.0,1.87
46.87,38.28,3.22,0.4,10.02,0.16,0.0,1.05,3.28
79.94,12.12,0.0,1.64,5.24,0.0,0.0,1.07,3.9
3.78,71.81,0.0,11.8,1.49,7.14,0.0,3.98,2.14
2.12,10.59,59.25,4.29,6.1,0.12,17.53,0.0,1.95
92.89,7.11,0.0,0.0,0.0,0.0,0.0,0.0,5.41
95.7,4.3,0.0,0.0,0.0,0.0,0.0,0.0,6.38
22.07,2.4,34.31,3.8,7.57,7.94,21.91,0.0,2.53
96.7,3.3,0.0,0.0,0.0,0.0,0.0,0.0,6.44
19.37,53.9,0.0,5.98,1.23,14.72,0.0,4.81,3.93
